image_path,crowding,confidence
Teeth or Dental Image Dataset/Lower Front/LF 0852.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0853.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0854.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0855.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0856.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0857.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0858.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0859.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0860.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0861.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0862.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0863.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0864.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0865.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0866.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0867.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0868.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0869.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0870.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0871.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0872.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0873.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0874.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0875.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0876.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0877.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0878.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0879.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0881.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0882.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0883.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0884.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0885.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0886.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0887.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0888.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0889.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0890.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0891.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0892.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0893.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0894.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0896.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0897.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0898.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0899.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0900.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0901.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0902.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0903.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0904.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0905.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0906.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0907.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0908.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0909.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0910.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0911.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0912.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0913.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0914.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0915.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0916.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0917.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0918.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0920.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0921.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0922.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0923.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0924.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0926.jpg,1,0.85
